time_utc,time_local,strike,entry,delta_pct,direction,pnl_usd
2026-04-05 02:15:00+00:00,2026-04-05 04:15:00+00:00,66998.37,67078.92,0.12022680551781023,LONG,0.012849044081208788
2026-04-05 05:50:00+00:00,2026-04-05 07:50:00+00:00,67076.89,66985.96,0.13556084666416857,SHORT,0.024323007388419405
2026-04-05 06:05:00+00:00,2026-04-05 08:05:00+00:00,66937.05,66704.81,0.34695284599486415,SHORT,0.020004554394201526
2026-04-05 06:20:00+00:00,2026-04-05 08:20:00+00:00,66679.07,66745.99,0.10036132777496484,LONG,0.008040932496468815
2026-04-05 10:35:00+00:00,2026-04-05 12:35:00+00:00,67008.0,67117.73,0.16375656638012764,LONG,-0.014187011390279745
2026-04-05 12:00:00+00:00,2026-04-05 14:00:00+00:00,66998.99,66922.58,0.1140464953277706,SHORT,-0.009884556154291829
2026-04-05 12:30:00+00:00,2026-04-05 14:30:00+00:00,66885.92,66764.53,0.18148812186481014,SHORT,0.01167835675620209
2026-04-05 12:50:00+00:00,2026-04-05 14:50:00+00:00,66699.34,66779.28,0.11985126089703786,LONG,0.001931736910012916
2026-04-05 13:00:00+00:00,2026-04-05 15:00:00+00:00,66783.59,66852.29,0.10286958218328349,LONG,-0.016801219524411704
2026-04-05 13:25:00+00:00,2026-04-05 15:25:00+00:00,66832.2,66703.67,0.19231747570781574,SHORT,-0.029999999999994628
2026-04-05 13:30:00+00:00,2026-04-05 15:30:00+00:00,66703.67,66812.54,0.16321440784291982,LONG,0.013290918142016075
2026-04-05 15:25:00+00:00,2026-04-05 17:25:00+00:00,66984.74,67500.0,0.7692199745792769,LONG,-0.03
2026-04-05 15:35:00+00:00,2026-04-05 17:35:00+00:00,67480.56,67401.01,0.11788580296310953,SHORT,-0.01610806722332603
2026-04-05 16:45:00+00:00,2026-04-05 18:45:00+00:00,67323.48,67215.99,0.1596619782577946,SHORT,0.009703048337161398
2026-04-05 17:25:00+00:00,2026-04-05 19:25:00+00:00,67242.89,67339.56,0.14376241116346763,LONG,-0.013022063108221642
2026-04-05 17:35:00+00:00,2026-04-05 19:35:00+00:00,67310.33,67385.95,0.11234531163343776,LONG,-0.011121012614645601
2026-04-05 18:30:00+00:00,2026-04-05 20:30:00+00:00,67299.53,67417.49,0.17527611262665044,LONG,0.009700746794335576
2026-04-05 19:15:00+00:00,2026-04-05 21:15:00+00:00,67418.29,67520.0,0.15086410527470573,LONG,0.0004309834123227921
2026-04-05 19:35:00+00:00,2026-04-05 21:35:00+00:00,67450.97,67326.36,0.1847415982305378,SHORT,0.007829028630096883
2026-04-05 20:20:00+00:00,2026-04-05 22:20:00+00:00,67374.61,67466.92,0.13701006952025052,LONG,0.005389307826707671
2026-04-05 20:35:00+00:00,2026-04-05 22:35:00+00:00,67477.58,67688.6,0.3127260936151001,LONG,-0.029999999999997355
2026-04-05 20:40:00+00:00,2026-04-05 22:40:00+00:00,67688.6,67554.71,0.19780287965772583,SHORT,-0.02999999999999853
2026-04-05 20:45:00+00:00,2026-04-05 22:45:00+00:00,67554.71,67655.99,0.14992292913402905,LONG,-0.011413623538731116
2026-04-05 21:10:00+00:00,2026-04-05 23:10:00+00:00,67618.33,67521.88,0.14263883772343547,SHORT,0.011134168657625204
2026-04-05 21:45:00+00:00,2026-04-05 23:45:00+00:00,67492.45,67565.39,0.10807134723958359,LONG,0.026108041409959853
2026-04-05 21:55:00+00:00,2026-04-05 23:55:00+00:00,67624.18,67553.44,0.10460755309711807,SHORT,-0.029999999999995013
2026-04-05 22:00:00+00:00,2026-04-06 00:00:00+00:00,67553.44,67746.0,0.2850484001998976,LONG,-0.029999999999999638
2026-04-05 22:10:00+00:00,2026-04-06 00:10:00+00:00,67726.05,67534.8,0.2823876484749959,SHORT,-0.029999999999997334
2026-04-05 22:20:00+00:00,2026-04-06 00:20:00+00:00,67503.85,67414.43,0.13246651857636682,SHORT,-0.009870290381454342
2026-04-05 22:30:00+00:00,2026-04-06 00:30:00+00:00,67436.6,67508.22,0.1062034562833763,LONG,0.0643121682070722
2026-04-05 22:35:00+00:00,2026-04-06 00:35:00+00:00,67508.22,67652.95,0.21438870703448545,LONG,0.13806936726336425
2026-04-05 22:40:00+00:00,2026-04-06 00:40:00+00:00,67652.95,67964.31,0.4602312242112141,LONG,0.07962120118633058
2026-04-05 22:45:00+00:00,2026-04-06 00:45:00+00:00,67964.31,68144.69,0.2654040039544353,LONG,-0.02912185821081968
2026-04-05 22:55:00+00:00,2026-04-06 00:55:00+00:00,68078.54,68338.43,0.38175025492614767,LONG,-0.03000000000000151
2026-04-05 23:05:00+00:00,2026-04-06 01:05:00+00:00,68325.63,68430.79,0.1539100334676591,LONG,0.07417713576009206
2026-04-05 23:10:00+00:00,2026-04-06 01:10:00+00:00,68430.79,68599.99,0.24725711920030685,LONG,0.1261836918635091
2026-04-05 23:15:00+00:00,2026-04-06 01:15:00+00:00,68599.99,68888.53,0.42061230621169704,LONG,-0.029999999999998493
2026-04-05 23:20:00+00:00,2026-04-06 01:20:00+00:00,68888.53,68751.14,0.19943813578254524,SHORT,-0.029999999999996956
2026-04-05 23:30:00+00:00,2026-04-06 01:30:00+00:00,68804.33,69046.03,0.3512860309808948,LONG,-0.022076577031292458
2026-04-06 00:00:00+00:00,2026-04-06 02:00:00+00:00,69034.18,69349.21,0.45633916416478537,LONG,-0.006687891614052879
2026-04-06 00:10:00+00:00,2026-04-06 02:10:00+00:00,69333.75,69234.56,0.14306164025456913,SHORT,-0.029999999999998764
2026-04-06 00:25:00+00:00,2026-04-06 02:25:00+00:00,69261.61,69182.01,0.11492658054007959,SHORT,-0.02999999999999546
2026-04-06 00:35:00+00:00,2026-04-06 02:35:00+00:00,69117.25,69232.36,0.1665430843964431,LONG,0.03482186653755581
2026-04-06 00:40:00+00:00,2026-04-06 02:40:00+00:00,69232.36,69312.73,0.11608733257106264,LONG,-0.030000000000002212
2026-04-06 00:45:00+00:00,2026-04-06 02:45:00+00:00,69312.73,69213.0,0.14388410325202303,SHORT,0.03546877031771564
2026-04-06 00:50:00+00:00,2026-04-06 02:50:00+00:00,69213.0,69131.16,0.11824368254518154,SHORT,0.02056091637982264
2026-04-06 01:00:00+00:00,2026-04-06 03:00:00+00:00,69083.79,68922.71,0.23316613057851515,SHORT,-0.029999999999999524
2026-04-06 01:30:00+00:00,2026-04-06 03:30:00+00:00,68985.2,68871.0,0.16554275409797622,SHORT,-0.029999999999999645
2026-04-06 01:40:00+00:00,2026-04-06 03:40:00+00:00,68905.54,68800.67,0.15219385843285657,SHORT,-0.029999999999998646
2026-04-06 02:00:00+00:00,2026-04-06 04:00:00+00:00,68810.17,68942.35,0.1920936977775343,LONG,-0.02999999999999892
2026-04-06 02:10:00+00:00,2026-04-06 04:10:00+00:00,68942.0,69114.62,0.25038438107393945,LONG,0.06107680256362825
2026-04-06 02:15:00+00:00,2026-04-06 04:15:00+00:00,69114.62,69257.55,0.20680139744674508,LONG,-0.02999999999999775
2026-04-06 02:20:00+00:00,2026-04-06 04:20:00+00:00,69257.55,69157.98,0.14376771918730447,SHORT,-0.029999999999995246
2026-04-06 02:25:00+00:00,2026-04-06 04:25:00+00:00,69157.98,69233.76,0.10957520737303034,LONG,0.04654232270499399
2026-04-06 02:30:00+00:00,2026-04-06 04:30:00+00:00,69233.76,69341.17,0.1551410756833133,LONG,-0.02999999999999987
2026-04-06 03:20:00+00:00,2026-04-06 05:20:00+00:00,69083.47,69163.99,0.11655465482553796,LONG,0.00781186857495993
2026-04-06 04:00:00+00:00,2026-04-06 06:00:00+00:00,69123.69,69199.99,0.11038183870103421,LONG,-0.02999999999999727
2026-04-06 04:05:00+00:00,2026-04-06 06:05:00+00:00,69199.99,69041.09,0.22962431063936387,SHORT,-0.015138810815412896
2026-04-06 04:15:00+00:00,2026-04-06 06:15:00+00:00,69075.93,69001.51,0.10773651545480208,SHORT,0.001034759963944313
2026-04-06 04:35:00+00:00,2026-04-06 06:35:00+00:00,69051.38,69207.94,0.22672971923225527,LONG,-0.010347078673340953
2026-04-06 06:00:00+00:00,2026-04-06 08:00:00+00:00,69199.31,69119.57,0.11523236286603246,SHORT,-0.029999999999997952
2026-04-06 06:05:00+00:00,2026-04-06 08:05:00+00:00,69119.57,69238.12,0.17151437718722548,LONG,0.030815394756534362
2026-04-06 06:10:00+00:00,2026-04-06 08:10:00+00:00,69238.12,69309.23,0.10270353961083949,LONG,-0.02999999999999954
2026-04-06 06:15:00+00:00,2026-04-06 08:15:00+00:00,69309.23,69239.01,0.10131406740487692,SHORT,0.08808618147486007
2026-04-06 06:20:00+00:00,2026-04-06 08:20:00+00:00,69239.01,69035.71,0.29362060491620023,SHORT,0.08291795651845062
2026-04-06 06:25:00+00:00,2026-04-06 08:25:00+00:00,69035.71,68844.9,0.27639318839483534,SHORT,-0.029999999999998438
2026-04-06 07:00:00+00:00,2026-04-06 09:00:00+00:00,68976.67,68859.12,0.17041994053931991,SHORT,0.01103993196543748
2026-04-06 07:15:00+00:00,2026-04-06 09:15:00+00:00,68897.76,68991.71,0.13636147241943955,LONG,0.041126680292452755
2026-04-06 07:20:00+00:00,2026-04-06 09:20:00+00:00,68991.71,69086.29,0.13708893430817584,LONG,-0.0029398018043766093
2026-04-06 07:30:00+00:00,2026-04-06 09:30:00+00:00,69079.52,68992.01,0.1266800927395114,SHORT,-0.02999999999999444
2026-04-06 07:50:00+00:00,2026-04-06 09:50:00+00:00,69000.62,69191.06,0.2759975200222873,LONG,-0.029999999999998864
2026-04-06 07:55:00+00:00,2026-04-06 09:55:00+00:00,69191.06,69115.91,0.1086122976002885,SHORT,-0.029999999999997036
2026-04-06 09:05:00+00:00,2026-04-06 11:05:00+00:00,69243.82,69318.0,0.10712869393975231,LONG,0.13658357136674307
2026-04-06 09:10:00+00:00,2026-04-06 11:10:00+00:00,69318.0,69633.59,0.4552785712224769,LONG,0.12665439193929703
2026-04-06 09:15:00+00:00,2026-04-06 11:15:00+00:00,69633.59,69927.58,0.42219566734963004,LONG,0.05545880466620069
2026-04-06 09:20:00+00:00,2026-04-06 11:20:00+00:00,69927.58,70056.85,0.18486268222066898,LONG,-0.02999999999999725
2026-04-06 09:25:00+00:00,2026-04-06 11:25:00+00:00,70056.85,69932.87,0.17697056033779773,SHORT,0.014100665395254914
2026-04-06 09:35:00+00:00,2026-04-06 11:35:00+00:00,69900.0,69793.01,0.15306151645208188,SHORT,-0.029999999999997407
2026-04-06 09:50:00+00:00,2026-04-06 11:50:00+00:00,69836.01,69709.42,0.18126751514010683,SHORT,-0.007996049888236802
2026-04-06 10:00:00+00:00,2026-04-06 12:00:00+00:00,69728.01,69825.25,0.1394561525562041,LONG,-0.00643606718199903
2026-04-06 10:35:00+00:00,2026-04-06 12:35:00+00:00,69824.32,69904.63,0.11501723181836596,LONG,-0.004347351527361488
2026-04-06 10:45:00+00:00,2026-04-06 12:45:00+00:00,69894.51,69800.27,0.13483176289524126,SHORT,0.025173255060477698
2026-04-06 11:10:00+00:00,2026-04-06 13:10:00+00:00,69756.94,69682.43,0.10681374498366658,SHORT,-0.010220653900849285
2026-04-06 11:20:00+00:00,2026-04-06 13:20:00+00:00,69706.17,69633.44,0.10433796606526499,SHORT,0.003377687501865414
2026-04-06 11:30:00+00:00,2026-04-06 13:30:00+00:00,69625.6,69697.91,0.10385547844470665,LONG,-0.013713467161354156
2026-04-06 12:45:00+00:00,2026-04-06 14:45:00+00:00,69493.05,69404.08,0.12802719120833114,SHORT,0.00591319703395286
2026-04-06 13:00:00+00:00,2026-04-06 15:00:00+00:00,69366.76,69437.99,0.10268607038877192,LONG,0.00041907895087451295
2026-04-06 13:15:00+00:00,2026-04-06 15:15:00+00:00,69410.02,69339.33,0.10184408533523304,SHORT,-0.029999999999994795
2026-04-06 13:20:00+00:00,2026-04-06 15:20:00+00:00,69339.33,69418.54,0.11423531205160456,LONG,0.024218314012369672
2026-04-06 13:35:00+00:00,2026-04-06 15:35:00+00:00,69481.38,69306.0,0.2524129486201982,SHORT,-0.02999999999999864
2026-04-06 13:50:00+00:00,2026-04-06 15:50:00+00:00,69351.65,69431.27,0.11480620864825841,LONG,-0.03000000000000041
2026-04-06 14:00:00+00:00,2026-04-06 16:00:00+00:00,69428.23,69202.38,0.3252999536355619,SHORT,-0.029999999999994753
2026-04-06 14:05:00+00:00,2026-04-06 16:05:00+00:00,69202.38,69288.0,0.12372406844966219,LONG,-0.0300000000000002
2026-04-06 14:15:00+00:00,2026-04-06 16:15:00+00:00,69348.26,69467.96,0.17260707045859788,LONG,0.018340829354994707
2026-04-06 14:30:00+00:00,2026-04-06 16:30:00+00:00,69546.78,69642.34,0.13740391719069908,LONG,-0.03000000000000249
2026-04-06 14:35:00+00:00,2026-04-06 16:35:00+00:00,69642.34,69339.54,0.4347929722062799,SHORT,-0.029999999999994077
2026-04-06 14:40:00+00:00,2026-04-06 16:40:00+00:00,69339.54,69462.65,0.17754660616439133,LONG,-0.030000000000000564
2026-04-06 14:45:00+00:00,2026-04-06 16:45:00+00:00,69462.65,69345.0,0.16937159754198003,SHORT,-0.029999999999994212
2026-04-06 14:50:00+00:00,2026-04-06 16:50:00+00:00,69345.0,69614.0,0.387915494988824,LONG,0.01740167207745769
2026-04-06 15:25:00+00:00,2026-04-06 17:25:00+00:00,69651.66,69742.91,0.13100908147774223,LONG,-0.030000000000000367
2026-04-06 15:40:00+00:00,2026-04-06 17:40:00+00:00,69750.0,69825.26,0.10789964157705341,LONG,0.000171857577046787
2026-04-06 15:50:00+00:00,2026-04-06 17:50:00+00:00,69825.66,69934.93,0.15648974889745335,LONG,0.014559248146814046
2026-04-06 16:10:00+00:00,2026-04-06 18:10:00+00:00,69896.62,70074.76,0.2548621092121471,LONG,-0.030000000000001352
2026-04-06 16:15:00+00:00,2026-04-06 18:15:00+00:00,70074.76,69999.4,0.10754228769388663,SHORT,-0.00573004911471094
2026-04-06 16:25:00+00:00,2026-04-06 18:25:00+00:00,70012.77,69907.23,0.1507439285718993,SHORT,-0.029999999999998743
2026-04-06 16:30:00+00:00,2026-04-06 18:30:00+00:00,69907.23,70010.0,0.1470091147939978,LONG,0.0011184116554780383
2026-04-06 16:40:00+00:00,2026-04-06 18:40:00+00:00,70012.6,70129.86,0.16748413856933572,LONG,0.041763950477017066
2026-04-06 16:45:00+00:00,2026-04-06 18:45:00+00:00,70129.86,70227.49,0.13921316825672353,LONG,-0.030000000000002032
2026-04-06 16:50:00+00:00,2026-04-06 18:50:00+00:00,70227.49,70029.0,0.28263860775887795,SHORT,0.0984706335946539
2026-04-06 16:55:00+00:00,2026-04-06 18:55:00+00:00,70029.0,69799.14,0.32823544531551296,SHORT,0.09075326716059574
2026-04-06 17:00:00+00:00,2026-04-06 19:00:00+00:00,69799.14,69588.0,0.30249656371124256,SHORT,-0.029999999999995176
2026-04-06 17:10:00+00:00,2026-04-06 19:10:00+00:00,69644.19,69346.41,0.42757335536532026,SHORT,-0.004577021362750464
2026-04-06 17:20:00+00:00,2026-04-06 19:20:00+00:00,69356.99,69478.68,0.17545455764442452,LONG,0.025423626355597712
