Time_Local,Open,High,Low,Close,Delta_%,Action,Entry,Exit,PnL_USD
23:40,67467.7,67526.0,67427.9,67492.0,0.037,NONE,-,-,-
23:45,67492.4,67565.4,67473.7,67565.4,0.108,LONG,67565.4,67624.2,0.0261
23:50,67565.4,67682.4,67548.8,67624.2,0.087,NONE,-,-,-
23:55,67624.2,67653.8,67529.6,67553.4,0.105,SHORT,67553.4,67621.0,-0.03
00:00,67553.4,67796.1,67490.0,67746.0,0.285,LONG,67746.0,67678.3,-0.03
00:05,67746.0,67780.6,67648.5,67726.0,0.029,NONE,-,-,-
00:10,67726.0,67726.0,67475.3,67534.8,0.282,SHORT,67534.8,67602.3,-0.03
00:15,67534.8,67606.5,67503.8,67503.8,0.046,NONE,-,-,-
00:20,67503.8,67522.4,67363.6,67414.4,0.132,SHORT,67414.4,67436.6,-0.0099
00:25,67414.4,67436.6,67347.0,67436.6,0.033,NONE,-,-,-
00:30,67436.6,67586.3,67418.0,67508.2,0.106,LONG,67508.2,67652.9,0.0643
00:35,67508.2,67652.9,67488.1,67652.9,0.214,LONG,67653.0,67964.3,0.1381
00:40,67653.0,67988.0,67633.7,67964.3,0.46,LONG,67964.3,68144.7,0.0796
00:45,67964.3,68227.9,67960.2,68144.7,0.265,LONG,68144.7,68078.5,-0.0291
00:50,68144.7,68226.7,68078.5,68078.5,0.097,NONE,-,-,-
00:55,68078.5,68374.8,68078.5,68338.4,0.382,LONG,68338.4,68270.1,-0.03
01:00,68338.4,68464.2,68266.1,68325.6,0.019,NONE,-,-,-
01:05,68325.6,68598.7,68319.8,68430.8,0.154,LONG,68430.8,68600.0,0.0742
01:10,68430.8,68600.0,68430.8,68600.0,0.247,LONG,68600.0,68888.5,0.1262
01:15,68600.0,68924.9,68600.0,68888.5,0.421,LONG,68888.5,68819.6,-0.03
01:20,68888.5,68979.1,68695.4,68751.1,0.199,SHORT,68751.1,68819.9,-0.03
01:25,68751.1,68897.2,68734.7,68804.3,0.077,NONE,-,-,-
01:30,68804.3,69122.0,68797.1,69046.0,0.351,LONG,69046.0,68995.2,-0.0221
01:35,69046.0,69136.2,68987.1,68995.2,0.074,NONE,-,-,-
01:40,68995.2,69044.5,68883.0,68950.0,0.066,NONE,-,-,-
01:45,68950.0,69050.0,68934.0,68943.1,0.01,NONE,-,-,-
01:50,68943.1,69039.9,68894.6,69004.5,0.089,NONE,-,-,-
01:55,69004.5,69039.0,68992.4,69034.2,0.043,NONE,-,-,-
02:00,69034.2,69588.0,69034.2,69349.2,0.456,LONG,69349.2,69333.8,-0.0067
02:05,69349.2,69520.1,69323.3,69333.8,0.022,NONE,-,-,-
02:10,69333.8,69336.3,69189.7,69234.6,0.143,SHORT,69234.6,69303.8,-0.03
02:15,69234.6,69350.0,69200.0,69217.9,0.024,NONE,-,-,-
02:20,69217.9,69269.0,69075.1,69261.6,0.063,NONE,-,-,-
02:25,69261.6,69278.9,69127.2,69182.0,0.115,SHORT,69182.0,69251.2,-0.03
02:30,69182.0,69335.5,69117.2,69117.2,0.094,NONE,-,-,-
02:35,69117.2,69250.4,69096.8,69232.4,0.167,LONG,69232.4,69312.7,0.0348
02:40,69232.4,69437.7,69218.2,69312.7,0.116,LONG,69312.7,69243.4,-0.03
02:45,69312.7,69342.6,69213.0,69213.0,0.144,SHORT,69213.0,69131.2,0.0355
02:50,69213.0,69275.2,69131.2,69131.2,0.118,SHORT,69131.2,69083.8,0.0206
02:55,69131.2,69168.1,69071.2,69083.8,0.069,NONE,-,-,-
03:00,69083.8,69139.6,68892.3,68922.7,0.233,SHORT,68922.7,68991.6,-0.03
03:05,68922.7,68999.5,68878.1,68920.7,0.003,NONE,-,-,-
03:10,68920.7,68976.0,68854.0,68854.6,0.096,NONE,-,-,-
03:15,68854.7,68914.9,68840.0,68867.6,0.019,NONE,-,-,-
03:20,68867.6,68963.5,68834.2,68923.0,0.081,NONE,-,-,-
03:25,68923.0,68991.9,68923.0,68985.2,0.09,NONE,-,-,-
03:30,68985.2,68985.2,68838.0,68871.0,0.166,SHORT,68871.0,68939.9,-0.03
03:35,68871.0,68963.5,68852.6,68905.5,0.05,NONE,-,-,-
03:40,68905.5,68905.5,68800.6,68800.7,0.152,SHORT,68800.7,68869.5,-0.03
03:45,68800.7,68874.1,68787.1,68795.2,0.008,NONE,-,-,-
03:50,68795.2,68876.1,68795.2,68800.3,0.007,NONE,-,-,-
03:55,68800.3,68835.2,68788.6,68810.2,0.014,NONE,-,-,-
04:00,68810.2,68950.0,68776.6,68942.4,0.192,LONG,68942.4,68873.4,-0.03
04:05,68942.4,68951.9,68823.9,68942.0,0.001,NONE,-,-,-
04:10,68942.0,69326.8,68908.1,69112.6,0.25,LONG,69114.6,69255.3,0.0611
04:15,69114.6,69295.8,69101.8,69255.3,0.207,LONG,69257.6,69188.3,-0.03
04:20,69257.6,69317.6,69128.0,69158.0,0.144,SHORT,69158.0,69227.1,-0.03
04:25,69158.0,69258.3,69122.0,69233.8,0.11,LONG,69233.8,69341.2,0.0465
04:30,69233.8,69408.4,69233.8,69341.2,0.155,LONG,69341.2,69271.8,-0.03
04:35,69341.2,69347.5,69238.0,69276.9,0.093,NONE,-,-,-
04:40,69276.9,69276.9,69188.9,69221.1,0.08,NONE,-,-,-
04:45,69221.1,69305.3,69207.0,69254.5,0.048,NONE,-,-,-
04:50,69254.5,69301.8,69207.0,69223.0,0.045,NONE,-,-,-
04:55,69223.0,69270.0,69208.0,69208.0,0.022,NONE,-,-,-
05:00,69208.0,69257.4,69208.0,69214.0,0.009,NONE,-,-,-
05:05,69214.0,69259.1,69155.7,69179.7,0.05,NONE,-,-,-
05:10,69179.7,69254.6,69119.1,69131.1,0.07,NONE,-,-,-
05:15,69131.1,69166.4,69070.7,69083.5,0.069,NONE,-,-,-
05:20,69083.5,69170.0,69056.9,69164.0,0.117,LONG,69164.0,69182.0,0.0078
05:25,69164.0,69207.0,69160.5,69182.0,0.026,NONE,-,-,-
05:30,69182.0,69232.5,69162.4,69202.1,0.029,NONE,-,-,-
05:35,69202.1,69221.4,69177.0,69177.0,0.036,NONE,-,-,-
05:40,69177.0,69177.0,69079.7,69120.0,0.082,NONE,-,-,-
05:45,69120.0,69152.2,69096.7,69114.6,0.008,NONE,-,-,-
05:50,69114.6,69140.4,69067.8,69075.3,0.057,NONE,-,-,-
05:55,69075.3,69123.7,69069.0,69123.7,0.07,NONE,-,-,-
06:00,69123.7,69200.0,69123.7,69200.0,0.11,LONG,69200.0,69130.8,-0.03
06:05,69200.0,69200.0,69033.3,69041.1,0.23,SHORT,69041.1,69075.9,-0.0151
06:10,69041.1,69075.9,69010.2,69075.9,0.05,NONE,-,-,-
06:15,69075.9,69081.3,69001.5,69001.5,0.108,SHORT,69001.5,68999.1,0.001
06:20,69001.5,69020.9,68995.0,68999.1,0.003,NONE,-,-,-
06:25,68999.1,69010.4,68980.4,69000.0,0.001,NONE,-,-,-
06:30,69000.0,69055.6,68995.2,69051.4,0.074,NONE,-,-,-
06:35,69051.4,69210.1,69051.4,69207.9,0.227,LONG,69207.9,69184.1,-0.0103
06:40,69207.9,69210.1,69150.9,69184.1,0.034,NONE,-,-,-
06:45,69184.1,69217.7,69148.1,69151.3,0.047,NONE,-,-,-
06:50,69151.3,69173.8,69126.0,69172.4,0.03,NONE,-,-,-
06:55,69172.4,69172.4,69136.3,69141.8,0.044,NONE,-,-,-
07:00,69141.8,69165.7,69117.5,69152.9,0.016,NONE,-,-,-
07:05,69152.9,69182.3,69134.1,69182.3,0.043,NONE,-,-,-
07:10,69182.3,69182.3,69155.5,69162.2,0.029,NONE,-,-,-
07:15,69162.2,69198.0,69145.7,69166.1,0.006,NONE,-,-,-
07:20,69166.2,69220.0,69154.0,69154.0,0.018,NONE,-,-,-
07:25,69154.0,69173.2,69086.0,69173.2,0.028,NONE,-,-,-
07:30,69173.2,69247.0,69169.0,69235.0,0.089,NONE,-,-,-
07:35,69235.0,69236.4,69193.1,69222.0,0.019,NONE,-,-,-
07:40,69222.0,69232.6,69196.8,69219.6,0.004,NONE,-,-,-
07:45,69219.6,69240.0,69151.8,69154.8,0.094,NONE,-,-,-
07:50,69154.8,69206.0,69154.8,69200.6,0.066,NONE,-,-,-
07:55,69200.6,69205.5,69184.0,69199.3,0.002,NONE,-,-,-
08:00,69199.3,69202.6,69106.9,69119.6,0.115,SHORT,69119.6,69188.7,-0.03
08:05,69119.6,69280.4,69116.0,69238.1,0.172,LONG,69238.1,69309.2,0.0308
08:10,69238.1,69354.3,69238.1,69309.2,0.103,LONG,69309.2,69239.9,-0.03
08:15,69309.2,69309.2,69222.5,69239.0,0.101,SHORT,69239.0,69035.7,0.0881
08:20,69239.0,69242.5,68996.1,69035.7,0.294,SHORT,69035.7,68844.9,0.0829
08:25,69035.7,69035.7,68806.5,68844.9,0.276,SHORT,68844.9,68913.7,-0.03
08:30,68844.9,68916.3,68835.2,68857.0,0.018,NONE,-,-,-
08:35,68857.0,68908.0,68851.1,68908.0,0.074,NONE,-,-,-
08:40,68908.0,68975.1,68862.0,68926.6,0.027,NONE,-,-,-
08:45,68926.6,69000.0,68926.6,68989.1,0.091,NONE,-,-,-
08:50,68989.1,69107.0,68989.1,69028.8,0.058,NONE,-,-,-
08:55,69028.8,69028.8,68970.7,68976.7,0.076,NONE,-,-,-
09:00,68976.7,68988.8,68859.1,68859.1,0.17,SHORT,68859.1,68833.8,0.011
09:05,68859.1,68873.6,68821.1,68833.8,0.037,NONE,-,-,-
09:10,68833.8,68916.0,68833.8,68897.8,0.093,NONE,-,-,-
09:15,68897.8,68998.6,68897.8,68991.7,0.136,LONG,68991.7,69086.3,0.0411
09:20,68991.7,69088.3,68977.7,69086.3,0.137,LONG,69086.3,69079.5,-0.0029
09:25,69086.3,69107.0,69072.0,69079.5,0.01,NONE,-,-,-
09:30,69079.5,69079.5,68973.8,68992.0,0.127,SHORT,68992.0,69061.0,-0.03
09:35,68992.0,69139.2,68992.0,69035.2,0.063,NONE,-,-,-
09:40,69035.2,69050.1,68979.0,68982.2,0.077,NONE,-,-,-
09:45,68982.2,69000.6,68952.6,69000.6,0.027,NONE,-,-,-
09:50,69000.6,69215.4,69000.6,69191.1,0.276,LONG,69191.1,69121.9,-0.03
09:55,69191.1,69191.1,69084.3,69115.9,0.109,SHORT,69115.9,69185.0,-0.03
10:00,69115.9,69224.2,69115.9,69160.9,0.065,NONE,-,-,-
10:05,69160.9,69165.5,69081.9,69165.5,0.007,NONE,-,-,-
10:10,69165.5,69200.0,69158.5,69170.2,0.007,NONE,-,-,-
10:15,69170.2,69200.0,69128.9,69152.2,0.026,NONE,-,-,-
10:20,69152.2,69242.0,69122.2,69220.0,0.098,NONE,-,-,-
10:25,69220.0,69250.0,69208.0,69234.8,0.021,NONE,-,-,-
10:30,69234.8,69260.0,69212.5,69255.9,0.03,NONE,-,-,-
10:35,69255.9,69347.8,69240.9,69275.6,0.028,NONE,-,-,-
10:40,69275.7,69313.6,69246.6,69302.5,0.039,NONE,-,-,-
10:45,69302.5,69313.3,69228.7,69258.2,0.064,NONE,-,-,-
10:50,69258.2,69258.2,69211.9,69257.5,0.001,NONE,-,-,-
10:55,69257.5,69271.8,69224.6,69224.6,0.047,NONE,-,-,-
11:00,69224.6,69261.4,69214.5,69243.8,0.028,NONE,-,-,-
11:05,69243.8,69318.0,69234.4,69318.0,0.107,LONG,69318.0,69633.6,0.1366
11:10,69318.0,69747.9,69318.0,69633.6,0.455,LONG,69633.6,69927.6,0.1267
11:15,69633.6,69984.8,69631.6,69927.6,0.422,LONG,69927.6,70056.8,0.0555
11:20,69927.6,70283.3,69884.8,70056.8,0.185,LONG,70056.8,69986.8,-0.03
11:25,70056.8,70057.2,69884.7,69932.9,0.177,SHORT,69932.9,69900.0,0.0141
11:30,69932.9,69978.5,69861.2,69900.0,0.047,NONE,-,-,-
11:35,69900.0,69935.0,69774.8,69793.0,0.153,SHORT,69793.0,69862.8,-0.03
11:40,69793.0,69922.4,69721.7,69853.3,0.086,NONE,-,-,-
11:45,69853.3,69900.0,69818.8,69836.0,0.025,NONE,-,-,-
11:50,69836.0,69836.0,69702.2,69709.4,0.181,SHORT,69709.4,69728.0,-0.008
11:55,69709.4,69778.5,69701.8,69728.0,0.027,NONE,-,-,-
12:00,69728.0,69825.3,69728.0,69825.3,0.139,LONG,69825.2,69810.3,-0.0064
12:05,69825.2,69853.4,69800.0,69810.3,0.021,NONE,-,-,-
12:10,69810.3,69851.9,69810.2,69821.6,0.016,NONE,-,-,-
12:15,69821.6,69841.9,69770.9,69790.0,0.045,NONE,-,-,-
12:20,69790.0,69870.9,69790.0,69831.9,0.06,NONE,-,-,-
12:25,69831.9,69831.9,69740.4,69769.8,0.089,NONE,-,-,-
12:30,69769.8,69842.0,69757.3,69824.3,0.078,NONE,-,-,-
12:35,69824.3,69950.0,69796.7,69904.6,0.115,LONG,69904.6,69894.5,-0.0043
12:40,69904.6,69904.6,69854.7,69894.5,0.014,NONE,-,-,-
12:45,69894.5,69894.5,69714.3,69800.3,0.135,SHORT,69800.3,69741.7,0.0252
12:50,69800.3,69810.0,69714.3,69741.7,0.084,NONE,-,-,-
12:55,69741.7,69787.0,69708.1,69770.9,0.042,NONE,-,-,-
13:00,69770.9,69771.0,69676.7,69701.2,0.1,NONE,-,-,-
13:05,69701.2,69756.9,69675.0,69756.9,0.08,NONE,-,-,-
13:10,69756.9,69767.4,69675.5,69682.4,0.107,SHORT,69682.4,69706.2,-0.0102
13:15,69682.4,69720.3,69682.4,69706.2,0.034,NONE,-,-,-
13:20,69706.2,69706.2,69581.6,69633.4,0.104,SHORT,69633.4,69625.6,0.0034
13:25,69633.4,69660.0,69604.0,69625.6,0.011,NONE,-,-,-
13:30,69625.6,69700.0,69571.6,69697.9,0.104,LONG,69697.9,69666.0,-0.0137
13:35,69697.9,69717.6,69664.4,69666.0,0.046,NONE,-,-,-
13:40,69666.1,69680.0,69632.4,69650.9,0.022,NONE,-,-,-
13:45,69650.9,69689.6,69603.7,69647.3,0.005,NONE,-,-,-
13:50,69647.3,69704.5,69645.4,69645.4,0.003,NONE,-,-,-
13:55,69645.4,69645.4,69565.0,69614.9,0.044,NONE,-,-,-
14:00,69614.9,69635.9,69575.7,69581.0,0.049,NONE,-,-,-
14:05,69581.0,69610.9,69511.1,69515.4,0.094,NONE,-,-,-
14:10,69515.4,69519.6,69460.0,69482.6,0.047,NONE,-,-,-
14:15,69482.6,69522.0,69461.2,69522.0,0.057,NONE,-,-,-
14:20,69522.0,69530.0,69488.8,69504.0,0.026,NONE,-,-,-
14:25,69504.0,69515.0,69427.0,69465.3,0.056,NONE,-,-,-
14:30,69465.3,69470.0,69384.9,69456.4,0.013,NONE,-,-,-
14:35,69456.4,69523.8,69446.7,69514.8,0.084,NONE,-,-,-
14:40,69514.8,69545.0,69460.4,69493.0,0.031,NONE,-,-,-
14:45,69493.0,69540.2,69404.1,69404.1,0.128,SHORT,69404.1,69390.4,0.0059
14:50,69404.1,69427.8,69354.3,69390.4,0.02,NONE,-,-,-
14:55,69390.4,69410.0,69329.2,69366.8,0.034,NONE,-,-,-
15:00,69366.8,69443.1,69366.8,69438.0,0.103,LONG,69438.0,69439.0,0.0004
15:05,69438.0,69442.5,69396.0,69439.0,0.001,NONE,-,-,-
15:10,69439.0,69445.4,69410.0,69410.0,0.042,NONE,-,-,-
15:15,69410.0,69414.0,69330.0,69339.3,0.102,SHORT,69339.3,69408.7,-0.03
15:20,69339.3,69418.6,69339.3,69418.6,0.114,LONG,69418.5,69474.6,0.0242
15:25,69418.5,69483.4,69418.5,69474.6,0.081,NONE,-,-,-
15:30,69474.6,69550.0,69376.9,69481.4,0.01,NONE,-,-,-
15:35,69481.4,69521.2,69235.1,69306.0,0.252,SHORT,69306.0,69375.3,-0.03
15:40,69306.0,69408.0,69240.7,69325.2,0.028,NONE,-,-,-
15:45,69325.2,69387.0,69251.3,69351.6,0.038,NONE,-,-,-
15:50,69351.6,69492.0,69348.0,69431.3,0.115,LONG,69431.3,69361.8,-0.03
15:55,69431.3,69441.7,69336.1,69428.2,0.004,NONE,-,-,-
16:00,69428.2,69642.1,69163.9,69202.4,0.325,SHORT,69202.4,69271.6,-0.03
16:05,69202.4,69288.0,69202.4,69288.0,0.124,LONG,69288.0,69218.7,-0.03
16:10,69288.0,69348.3,69191.1,69348.3,0.087,NONE,-,-,-
16:15,69348.3,69480.0,69348.2,69468.0,0.173,LONG,69468.0,69510.4,0.0183
16:20,69468.0,69643.8,69468.0,69510.4,0.061,NONE,-,-,-
16:25,69510.4,69593.6,69479.4,69546.8,0.052,NONE,-,-,-
16:30,69546.8,69688.0,69532.1,69642.3,0.137,LONG,69642.3,69572.7,-0.03
16:35,69642.3,69810.0,69315.4,69339.6,0.435,SHORT,69339.5,69408.9,-0.03
16:40,69339.5,69537.4,69332.6,69462.7,0.178,LONG,69462.6,69393.2,-0.03
16:45,69462.6,69462.6,69309.1,69345.0,0.169,SHORT,69345.0,69414.3,-0.03
16:50,69345.0,69618.2,69345.0,69614.0,0.388,LONG,69614.0,69654.4,0.0174
16:55,69614.0,69693.0,69570.8,69654.4,0.058,NONE,-,-,-
17:00,69654.4,69760.1,69588.0,69650.0,0.006,NONE,-,-,-
17:05,69650.0,69685.0,69526.9,69676.8,0.038,NONE,-,-,-
17:10,69676.8,69800.0,69567.6,69705.5,0.041,NONE,-,-,-
17:15,69705.5,69769.3,69652.4,69656.3,0.071,NONE,-,-,-
17:20,69656.3,69713.2,69610.0,69651.7,0.007,NONE,-,-,-
17:25,69651.7,69744.8,69600.0,69742.9,0.131,LONG,69742.9,69673.2,-0.03
17:30,69742.9,69801.1,69655.3,69759.2,0.023,NONE,-,-,-
17:35,69759.2,69773.4,69666.5,69750.0,0.013,NONE,-,-,-
17:40,69750.0,69856.6,69699.2,69825.7,0.108,LONG,69825.3,69825.7,0.0002
17:45,69825.3,69892.8,69787.1,69825.7,0.001,NONE,-,-,-
17:50,69825.7,69946.7,69806.1,69934.9,0.156,LONG,69934.9,69968.9,0.0146
17:55,69934.9,69973.2,69900.1,69968.9,0.049,NONE,-,-,-
18:00,69968.9,69985.5,69887.2,69932.1,0.052,NONE,-,-,-
18:05,69932.2,69949.2,69856.6,69896.6,0.051,NONE,-,-,-
18:10,69896.6,70110.0,69873.2,70074.8,0.255,LONG,70074.8,70004.7,-0.03
18:15,70074.8,70092.7,69922.2,69999.4,0.108,SHORT,69999.4,70012.8,-0.0057
18:20,69999.4,70047.1,69974.2,70012.8,0.019,NONE,-,-,-
18:25,70012.8,70025.0,69903.3,69907.2,0.151,SHORT,69907.2,69977.1,-0.03
18:30,69907.2,70010.0,69849.9,70010.0,0.147,LONG,70010.0,70012.6,0.0011
18:35,70010.0,70110.0,69999.9,70012.6,0.004,NONE,-,-,-
18:40,70012.6,70129.9,70004.9,70129.9,0.167,LONG,70129.9,70227.5,0.0418
18:45,70129.9,70351.5,70085.6,70227.5,0.139,LONG,70227.5,70157.3,-0.03
18:50,70227.5,70230.7,70025.1,70029.0,0.283,SHORT,70029.0,69799.1,0.0985
18:55,70029.0,70043.1,69782.1,69799.1,0.328,SHORT,69799.1,69588.0,0.0908
19:00,69799.1,69820.0,69480.2,69588.0,0.302,SHORT,69588.0,69657.6,-0.03
19:05,69588.0,69672.6,69508.6,69644.2,0.081,NONE,-,-,-
19:10,69644.2,69648.9,69314.4,69346.4,0.428,SHORT,69346.4,69357.0,-0.0046
19:15,69346.4,69392.9,69282.0,69357.0,0.015,NONE,-,-,-
19:20,69357.0,69492.9,69320.0,69478.7,0.175,LONG,69478.7,69537.6,0.0254
19:25,69478.7,69578.9,69478.7,69537.6,0.085,NONE,-,-,-
19:30,69537.6,69638.4,69509.4,69536.3,0.002,NONE,-,-,-
19:35,69536.3,69614.0,69506.9,69517.2,0.027,NONE,-,-,-
